Temperature Sensor-1,Vibration Sensor-1,Vibration Sensor-2,Vibration Sensor-3,health_status
26.53393,6602,7093,5717,Moderate Health
26.671198,8000,7107,2147483647,Bad Health
26.612299,264,7787,2147483647,Bad Health
26.33877,171,7548,2147483647,Bad Health
25.435755,8000,4387,2147483647,Bad Health
26.33877,2159,6714,2147483647,Bad Health
26.53393,123,3335,2147483647,Bad Health
26.514368,129,7403,2147483647,Bad Health
25.549768,3706,4566,2147483647,Bad Health
26.553492,3831,7571,2147483647,Bad Health
26.553492,6965,1115,2147483647,Bad Health
26.612299,2275,7726,2147483647,Bad Health
26.202814,2071,3133,2147483647,Bad Health
26.299891,7459,324,2147483647,Bad Health
27.385859,2118,1592,2147483647,Bad Health
26.769556,2270,5783,2147483647,Bad Health
26.947351,7229,1507,2147483647,Bad Health
38.613762,6959,7732,1280,Moderate Health
26.78927,7898,3616,2147483647,Bad Health
26.067377,876,5159,869,Moderate Health
26.612299,4282,5148,2147483647,Bad Health
26.769556,2069,5347,2147483647,Bad Health
25.970942,7462,3817,2147483647,Bad Health
26.868219,229,3570,2147483647,Bad Health
25.970942,511,613,2147483647,Bad Health
27.708368,6643,7397,2147483647,Bad Health
26.967157,572,8000,2147483647,Bad Health
26.086695,124,672,2147483647,Bad Health
26.927546,2134,6717,2147483647,Bad Health
26.927546,2257,761,2147483647,Bad Health
26.183435,2241,8000,2560,Moderate Health
26.947351,424,2405,4769,Good Health
27.205805,4404,4963,2147483647,Bad Health
27.00683,3574,490,2147483647,Bad Health
26.887995,1714,4418,2147483647,Bad Health
26.927546,6426,2454,7853,Moderate Health
26.947351,5085,295,2147483647,Bad Health
26.986994,407,7974,2147483647,Bad Health
26.947351,501,6177,2147483647,Bad Health
26.986994,316,5900,2147483647,Bad Health
26.967157,1282,1700,2147483647,Bad Health
27.106165,5338,3268,7493,Moderate Health
27.165918,3220,6042,3759,Moderate Health
27.225763,5266,4709,2147483647,Bad Health
26.280451,7735,6299,7939,Moderate Health
26.947351,7151,5450,2147483647,Bad Health
27.046534,240,4502,2147483647,Bad Health
26.33877,234,4387,2147483647,Bad Health
27.106165,4475,6525,3927,Moderate Health
26.631922,125,303,2147483647,Bad Health
27.2857,4895,3303,2147483647,Bad Health
27.365808,7152,6456,2147483647,Bad Health
27.365808,5416,5509,2147483647,Bad Health
27.506433,4521,5918,4451,Moderate Health
27.385859,935,3735,2147483647,Bad Health
29.348291,169,6966,2147483647,Bad Health
26.553492,7204,300,2147483647,Bad Health
27.066401,5642,8000,2147483647,Bad Health
26.967157,6957,5955,4063,Moderate Health
27.066401,255,7719,2147483647,Bad Health
27.385859,2254,4040,1185,Good Health
26.947351,7102,1125,1516,Moderate Health
26.31933,190,3181,2147483647,Bad Health
26.183435,3574,3059,2147483647,Bad Health
26.631922,4698,1434,7090,Moderate Health
26.947351,7855,4019,2696,Moderate Health
26.78927,2261,3325,2147483647,Bad Health
25.951715,194,7212,2147483647,Bad Health
27.265711,5074,7139,7940,Moderate Health
26.183435,4012,2067,2147483647,Bad Health
26.671198,560,5338,2147483647,Bad Health
27.106165,7324,2954,2147483647,Bad Health
26.947351,4515,4600,2147483647,Bad Health
27.086267,134,6283,2147483647,Bad Health
25.913233,2244,5399,5786,Moderate Health
26.514368,2142,2840,2147483647,Bad Health
26.183435,104,1078,2147483647,Bad Health
27.066401,7999,5605,2147483647,Bad Health
25.568811,4132,4955,2147483647,Bad Health
26.573084,116,4494,2147483647,Bad Health
26.12536,5315,6453,3890,Moderate Health
26.927546,1638,7106,2147483647,Bad Health
26.947351,882,7137,2147483647,Bad Health
26.78927,120,7672,2147483647,Bad Health
26.947351,2247,4776,1248,Moderate Health
26.947351,3884,943,6712,Good Health
27.066401,2665,787,1441,Good Health
26.086695,5648,2469,2147483647,Bad Health
26.868219,2246,928,1488,Good Health
26.144709,3203,6054,7407,Moderate Health
26.967157,6631,3822,2147483647,Bad Health
26.106012,304,2710,2147483647,Bad Health
27.066401,195,3928,1436,Good Health
26.947351,5889,5889,2147483647,Bad Health
26.947351,2924,1966,2147483647,Bad Health
26.947351,1772,1002,2147483647,Bad Health
26.986994,558,2587,2147483647,Bad Health
26.573084,2664,6691,2147483647,Bad Health
26.086695,4454,7895,2147483647,Bad Health
26.947351,2294,7663,6604,Moderate Health
26.067377,177,6941,2147483647,Bad Health
26.710505,2205,7527,1965,Moderate Health
26.887995,1647,7585,2147483647,Bad Health
26.927546,7604,7182,2147483647,Bad Health
27.00683,7999,7336,2147483647,Bad Health
27.086267,4578,5038,2147483647,Bad Health
26.947351,4017,1240,2147483647,Bad Health
26.947351,4763,638,7049,Moderate Health
26.947351,7393,6840,2147483647,Bad Health
26.33877,100,3314,7966,Good Health
26.947351,827,1536,1184,Good Health
26.82873,434,6771,2147483647,Bad Health
26.947351,2214,4892,2147483647,Bad Health
26.183435,7957,5160,7540,Moderate Health
26.947351,2256,6716,3825,Moderate Health
26.947351,3701,6309,2147483647,Bad Health
26.986994,2230,1270,1009,Good Health
26.947351,131,3440,2147483647,Bad Health
26.553492,5201,1059,2147483647,Bad Health
27.205805,3577,5281,2147483647,Bad Health
26.183435,1761,310,2147483647,Bad Health
27.066401,2197,6974,2147483647,Bad Health
26.612299,4975,1257,2147483647,Bad Health
26.78927,7780,6196,2147483647,Bad Health
25.740595,6961,3079,7545,Moderate Health
26.553492,2322,7049,2147483647,Bad Health
26.573084,2155,1174,2147483647,Bad Health
26.631922,4013,871,4255,Good Health
26.78927,2252,1359,2147483647,Bad Health
26.671198,193,1336,2147483647,Bad Health
27.506433,6589,3578,2147483647,Bad Health
26.947351,3982,6715,2147483647,Bad Health
16.531733,447,4390,2147483647,Bad Health
26.222193,4460,4898,2147483647,Bad Health
26.947351,3569,249,2147483647,Bad Health
26.947351,6837,1505,2147483647,Bad Health
26.967157,5840,6780,2147483647,Bad Health
26.086695,537,6783,438,Moderate Health
27.066401,6282,2826,2147483647,Bad Health
27.205805,2221,166,2147483647,Bad Health
27.165918,7999,4074,2147483647,Bad Health
26.967157,3076,2247,7362,Good Health
27.205805,1324,1433,2147483647,Bad Health
30.474909,2653,1008,2147483647,Bad Health
27.265711,7999,743,2147483647,Bad Health
26.436213,168,2320,2147483647,Bad Health
27.086267,7999,3206,2147483647,Bad Health
27.325739,4455,5717,2147483647,Bad Health
27.4461,2262,1010,979,Good Health
26.436213,391,7467,2147483647,Bad Health
26.573084,102,7063,2147483647,Bad Health
26.183435,8000,1092,2147483647,Bad Health
26.514368,3557,901,2147483647,Bad Health
26.53393,124,1824,2147483647,Bad Health
27.647669,1830,6152,2147483647,Bad Health
26.769556,115,728,2147483647,Bad Health
27.365808,5843,3068,2147483647,Bad Health
26.82873,1850,3694,2147483647,Bad Health
27.305719,127,6736,2147483647,Bad Health
27.265711,7153,2969,2147483647,Bad Health
27.506433,6532,7898,2147483647,Bad Health
27.607264,2957,3318,2147483647,Bad Health
27.647669,7156,7607,2147483647,Bad Health
27.667902,354,1824,2147483647,Bad Health
27.728632,5498,4340,446,Moderate Health
27.708368,124,7921,2147483647,Bad Health
26.631922,7282,3804,1318,Moderate Health
27.365808,2286,3888,7830,Good Health
26.553492,6210,3963,2147483647,Bad Health
27.607264,1456,2437,2147483647,Bad Health
27.225763,158,6026,5584,Moderate Health
26.947351,6858,1051,2147483647,Bad Health
27.066401,121,764,2147483647,Bad Health
27.2857,5543,2573,2147483647,Bad Health
27.325739,4323,1316,6902,Good Health
26.927546,3267,2557,2147483647,Bad Health
27.185846,121,7170,2147483647,Bad Health
26.183435,3567,231,2147483647,Bad Health
27.165918,1381,5632,2147483647,Bad Health
26.33877,137,2196,2147483647,Bad Health
27.205805,8000,7846,2147483647,Bad Health
26.416712,248,7544,2147483647,Bad Health
27.305719,113,1152,2147483647,Bad Health
26.494806,3144,3570,2147483647,Bad Health
27.647669,6158,7274,2147483647,Bad Health
27.4461,3837,4963,2147483647,Bad Health
27.506433,5085,7213,2147483647,Bad Health
27.546747,380,2577,2147483647,Bad Health
27.607264,1716,7095,2147483647,Bad Health
27.587091,4265,245,2147483647,Bad Health
27.506433,2463,7999,2147483647,Bad Health
27.205805,2249,5385,2147483647,Bad Health
27.607264,2695,7862,2147483647,Bad Health
27.587091,748,5856,2147483647,Bad Health
26.78927,2700,5454,2147483647,Bad Health
26.769556,421,241,2147483647,Bad Health
26.82873,1696,1063,3074,Good Health
26.927546,2941,4581,7231,Moderate Health
26.887995,2253,882,2147483647,Bad Health
26.868219,5584,1142,2147483647,Bad Health
24.927118,2895,2366,2147483647,Bad Health
26.947351,2229,7669,755,Moderate Health
27.708368,1398,6661,3324,Moderate Health
26.631922,478,5524,3014,Moderate Health
27.486322,2243,1384,1547,Good Health
27.587091,396,7776,2147483647,Bad Health
26.82873,619,7259,2147483647,Bad Health
27.708368,119,7343,2147483647,Bad Health
27.546747,4459,7231,2147483647,Bad Health
27.486322,196,6518,2147483647,Bad Health
27.830133,756,353,2147483647,Bad Health
27.728632,2006,5441,2147483647,Bad Health
27.667902,5382,634,2147483647,Bad Health
27.76919,1306,247,2147483647,Bad Health
27.728632,816,3499,3875,Good Health
27.748896,2053,7907,2147483647,Bad Health
27.165918,2099,1334,2147483647,Bad Health
28.095423,112,5791,2147483647,Bad Health
27.748896,96,2446,2147483647,Bad Health
27.972712,6467,6524,2147483647,Bad Health
28.054468,2317,1279,2147483647,Bad Health
29.733789,3074,1958,2147483647,Bad Health
27.850458,2918,7882,2147483647,Bad Health
27.850458,7910,1763,2147483647,Bad Health
27.850458,2252,5132,497,Moderate Health
27.728632,4823,7335,312,Moderate Health
27.76919,407,2446,2147483647,Bad Health
26.947351,1441,4793,2147483647,Bad Health
27.850458,5704,6838,2147483647,Bad Health
27.607264,6834,2926,2147483647,Bad Health
28.095423,442,6330,7548,Moderate Health
27.809809,2846,2004,2147483647,Bad Health
27.870783,2951,1966,2147483647,Bad Health
27.748896,5383,1939,2147483647,Bad Health
27.830133,2324,2755,2147483647,Bad Health
28.177485,4754,1487,1884,Moderate Health
27.728632,5771,1005,2147483647,Bad Health
28.095423,1965,7636,2147483647,Bad Health
27.185846,2211,4387,2147483647,Bad Health
28.300959,117,1858,2147483647,Bad Health
27.993128,5828,4334,2147483647,Bad Health
27.205805,4768,6912,2147483647,Bad Health
28.218592,7779,1968,2147483647,Bad Health
27.587091,5016,1453,2147483647,Bad Health
28.156946,3463,5026,2147483647,Bad Health
27.305719,2381,3847,2147483647,Bad Health
28.156946,3145,7901,2147483647,Bad Health
27.305719,6532,4073,2147483647,Bad Health
27.891169,5022,6549,2147483647,Bad Health
28.239161,6393,4017,2147483647,Bad Health
28.095423,103,8000,2147483647,Bad Health
28.095423,6088,5090,2147483647,Bad Health
28.054468,3949,3070,2147483647,Bad Health
27.00683,328,5778,2147483647,Bad Health
27.76919,123,387,2147483647,Bad Health
27.748896,2348,4196,2147483647,Bad Health
27.993128,7587,7322,2147483647,Bad Health
27.972712,2258,7294,2147483647,Bad Health
24.945826,180,231,2147483647,Bad Health
28.156946,1786,4814,2147483647,Bad Health
28.198023,6838,3059,2147483647,Bad Health
27.952295,207,7826,2147483647,Bad Health
27.265711,8000,6197,2147483647,Bad Health
28.115931,6710,480,2147483647,Bad Health
28.095423,3754,2570,2565,Good Health
27.993128,2255,6743,4341,Moderate Health
28.115931,260,3922,2147483647,Bad Health
27.972712,5432,4086,2147483647,Bad Health
27.993128,1929,7672,2147483647,Bad Health
27.76919,139,1136,2147483647,Bad Health
27.809809,167,5305,2147483647,Bad Health
26.651545,2080,254,2147483647,Bad Health
27.305719,249,1760,2147483647,Bad Health
26.927546,1720,877,2147483647,Bad Health
27.708368,258,6768,2147483647,Bad Health
26.947351,318,3173,2147483647,Bad Health
27.748896,8000,5037,945,Moderate Health
27.850458,2281,6216,6855,Moderate Health
28.095423,5474,4268,6545,Moderate Health
27.809809,7027,7842,5587,Moderate Health
26.612299,130,2073,2147483647,Bad Health
27.546747,568,5088,2147483647,Bad Health
26.631922,130,7147,2147483647,Bad Health
27.4461,6976,2039,2147483647,Bad Health
26.631922,310,382,2147483647,Bad Health
27.546747,2233,7520,2147483647,Bad Health
27.647669,4602,4382,2147483647,Bad Health
27.830133,3893,2390,6443,Good Health
27.607264,131,1633,555,Good Health
27.405939,760,4887,2147483647,Bad Health
27.305719,2211,585,2147483647,Bad Health
27.4461,4093,2788,2147483647,Bad Health
27.405939,6908,2837,2147483647,Bad Health
26.947351,181,5347,2147483647,Bad Health
27.305719,884,4205,2147483647,Bad Health
27.993128,1873,2222,6838,Good Health
27.891169,2816,6526,2147483647,Bad Health
26.868219,5900,3321,2147483647,Bad Health
28.115931,7588,7999,2147483647,Bad Health
27.00683,7728,5270,2147483647,Bad Health
27.748896,4450,2885,162,Good Health
27.748896,4456,2375,2147483647,Bad Health
27.728632,4620,4573,2147483647,Bad Health
26.82873,4497,7999,2147483647,Bad Health
27.748896,7075,2863,6463,Moderate Health
26.947351,122,7878,4850,Moderate Health
26.947351,243,6075,2147483647,Bad Health
27.809809,2195,3069,2147483647,Bad Health
26.947351,3842,3261,2147483647,Bad Health
27.587091,6583,187,2147483647,Bad Health
27.165918,590,5783,1574,Moderate Health
27.086267,3409,4456,2147483647,Bad Health
27.993128,1082,936,3303,Good Health
27.728632,6843,2944,2147483647,Bad Health
27.106165,257,1833,2147483647,Bad Health
28.074945,2211,1815,4186,Good Health
27.891169,288,484,2147483647,Bad Health
27.708368,128,2699,2147483647,Bad Health
27.708368,97,1494,2147483647,Bad Health
27.728632,2199,294,2692,Good Health
27.647669,250,3615,2147483647,Bad Health
27.607264,7652,2463,2147483647,Bad Health
27.607264,2194,7405,2147483647,Bad Health
27.952295,7903,2387,2147483647,Bad Health
28.074945,2804,6459,3706,Moderate Health
28.074945,195,2386,2147483647,Bad Health
27.830133,6022,7403,2147483647,Bad Health
28.013575,7138,6037,2147483647,Bad Health
28.054468,289,1497,2147483647,Bad Health
28.280329,2264,5698,2147483647,Bad Health
28.054468,3200,7110,2147483647,Bad Health
28.424891,1316,8000,2147483647,Bad Health
28.528498,2221,4940,6843,Moderate Health
28.156946,156,4069,2147483647,Bad Health
28.528498,2147483647,7558,2147483647,Bad Health
28.507746,3949,3029,4330,Good Health
28.528498,372,328,301,Good Health
27.086267,256,394,2579,Good Health
27.993128,1260,2325,512,Good Health
27.76919,2249,4960,6908,Moderate Health
29.712244,499,198,362,Good Health
27.993128,2389,294,1802,Good Health
27.587091,5135,1721,7843,Moderate Health
27.405939,1055,5214,2147483647,Bad Health
27.546747,428,6262,623,Moderate Health
26.967157,999,6647,325,Moderate Health
27.325739,1114,1430,5453,Good Health
27.405939,311,3773,2147483647,Bad Health
27.165918,4453,5254,2147483647,Bad Health
27.365808,694,1055,2147483647,Bad Health
26.53393,4909,3275,2147483647,Bad Health
24.927118,4836,5347,2147483647,Bad Health
27.225763,191,2195,2147483647,Bad Health
27.546747,189,3352,2147483647,Bad Health
26.671198,100,6211,2147483647,Bad Health
26.53393,190,387,2147483647,Bad Health
27.4461,7468,3881,7340,Moderate Health
26.612299,3697,1188,2147483647,Bad Health
27.305719,444,6936,6399,Moderate Health
27.506433,5135,3957,936,Moderate Health
27.185846,382,5805,2147483647,Bad Health
27.587091,1439,5582,2147483647,Bad Health
27.086267,317,4252,2147483647,Bad Health
27.2857,2400,6250,2147483647,Bad Health
26.222193,164,8000,2147483647,Bad Health
27.365808,6184,5198,2147483647,Bad Health
26.78927,220,4268,2147483647,Bad Health
27.385859,2222,4953,2147483647,Bad Health
27.385859,4210,2667,2147483647,Bad Health
27.405939,2134,5136,2147483647,Bad Health
27.728632,117,2242,2147483647,Bad Health
27.728632,2205,2457,31,Good Health
27.4461,3643,4459,2147483647,Bad Health
27.891169,3455,7836,7529,Moderate Health
27.728632,590,6726,2147483647,Bad Health
27.647669,1585,2943,2147483647,Bad Health
27.607264,2376,3329,2147483647,Bad Health
27.4461,3571,2065,3701,Good Health
27.546747,1763,5590,2147483647,Bad Health
26.553492,173,7015,2147483647,Bad Health
27.667902,3757,3868,2147483647,Bad Health
27.708368,128,3713,2147483647,Bad Health
27.667902,196,5638,2147483647,Bad Health
27.728632,2173,7502,2147483647,Bad Health
26.631922,221,6711,2147483647,Bad Health
27.728632,808,7827,2147483647,Bad Health
26.710505,679,6897,2147483647,Bad Health
27.607264,4453,7156,2147483647,Bad Health
26.730188,271,679,2147483647,Bad Health
27.365808,7411,3324,2147483647,Bad Health
27.667902,7843,6963,2147483647,Bad Health
26.53393,173,4970,2147483647,Bad Health
27.405939,4245,7580,2147483647,Bad Health
27.809809,2258,2900,2147483647,Bad Health
27.086267,2261,4360,2147483647,Bad Health
27.708368,2254,1350,1770,Good Health
27.627466,8000,8000,2147483647,Bad Health
27.728632,365,6831,2147483647,Bad Health
27.728632,2147483647,6138,2147483647,Bad Health
27.205805,316,498,2147483647,Bad Health
26.887995,284,4340,2147483647,Bad Health
27.205805,1807,5353,2147483647,Bad Health
27.891169,7781,3201,6045,Moderate Health
27.647669,7152,6066,2147483647,Bad Health
27.830133,321,4452,2147483647,Bad Health
27.728632,7999,6018,2147483647,Bad Health
27.748896,2695,6586,2147483647,Bad Health
27.830133,3695,7574,2147483647,Bad Health
27.891169,3436,7418,7533,Moderate Health
26.947351,891,3323,2147483647,Bad Health
28.074945,4472,3383,309,Good Health
27.809809,8000,6392,2147483647,Bad Health
27.952295,201,2431,2147483647,Bad Health
27.993128,1621,4961,2147483647,Bad Health
27.850458,6028,3019,2147483647,Bad Health
28.074945,1639,6466,2147483647,Bad Health
28.280329,131,198,2147483647,Bad Health
27.891169,439,7999,2147483647,Bad Health
33.19384,244,6159,2147483647,Bad Health
27.891169,5030,4720,2147483647,Bad Health
27.891169,2138,439,2147483647,Bad Health
27.891169,1775,7078,2147483647,Bad Health
26.967157,7999,7761,2147483647,Bad Health
26.947351,4468,4004,2147483647,Bad Health
27.891169,320,2063,2147483647,Bad Health
27.728632,5535,7033,2147483647,Bad Health
27.748896,2076,1056,2147483647,Bad Health
27.405939,7661,1832,2147483647,Bad Health
27.647669,2695,4951,2147483647,Bad Health
27.647669,2004,6831,2147483647,Bad Health
27.728632,199,3249,2147483647,Bad Health
27.607264,238,7333,2147483647,Bad Health
27.587091,1746,2950,2147483647,Bad Health
27.647669,1858,2692,2147483647,Bad Health
27.748896,1022,2255,2147483647,Bad Health
27.728632,161,4390,2147483647,Bad Health
27.891169,4510,7829,2147483647,Bad Health
27.00683,4447,628,2147483647,Bad Health
26.967157,116,7900,2147483647,Bad Health
27.086267,4681,203,2147483647,Bad Health
27.76919,4056,5947,2147483647,Bad Health
27.066401,5361,7103,2147483647,Bad Health
27.205805,124,6163,2147483647,Bad Health
